Index,Season,League,Team,Entropy,X,Colour
30,2008/2009,France,Monaco,1.0359625227410014,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
31,2008/2009,France,Paris Saint Germain,1.0204659927506616,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
32,2008/2009,France,Nancy,1.0385204606283707,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
33,2008/2009,France,Lille,1.0278980269896423,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
34,2008/2009,France,Rennes,1.0390112900188797,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
35,2008/2009,France,Marseille,0.999123460608314,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
36,2008/2009,France,Sochaux,1.0348909852749193,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
37,2008/2009,France,Grenoble,1.029656878388457,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
38,2008/2009,France,Valenciennes,1.0245343341033952,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
39,2008/2009,France,Saint-Etienne,1.0428931771664536,-0.1,"(0.3333333333333333, 0.6588235294117647, 0.40784313725490196)"
40,2008/2009,Germany,Bayern Munich,0.9047981365389947,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
41,2008/2009,Germany,Hamburger SV,1.0111220055295043,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
42,2008/2009,Germany,Bayer Leverkusen,1.0119531025488344,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
43,2008/2009,Germany,Borussia Dortmund,1.033055304190286,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
44,2008/2009,Germany,Schalke 04,1.003875881451463,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
45,2008/2009,Germany,Hannover 96,1.0197387558189233,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
46,2008/2009,Germany,Wolfsburg,1.0040743363249727,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
47,2008/2009,Germany,FC Cologne,1.0169504411125854,0.0,"(0.7686274509803922, 0.3058823529411765, 0.3215686274509804)"
